#  Scaled_Mon	Mean		StdErr	Waiting_Time
	0.01 		 1.00134 	 0.021 	 1.00134
	0.02 		 2.93526 	 0.043 	 1.93392
	0.03 		 3.92063 	 0.069 	 0.98536
	0.04 		 4.35290 	 0.084 	 0.43227
	0.05 		 7.00655 	 0.116 	 2.65365
	0.06 		 11.60837 	 0.165 	 4.60182
	0.07 		 16.37021 	 0.208 	 4.76184
	0.08 		 20.39194 	 0.253 	 4.02174
	0.09 		 24.14915 	 0.298 	 3.75720
	0.10 		 28.08436 	 0.331 	 3.93521
	0.11 		 32.65446 	 0.368 	 4.57010
	0.12 		 37.36424 	 0.397 	 4.70977
	0.13 		 42.29887 	 0.433 	 4.93464
	0.14 		 47.36405 	 0.465 	 5.06517
	0.15 		 52.23354 	 0.487 	 4.86950
	0.16 		 57.36057 	 0.513 	 5.12703
	0.17 		 62.52448 	 0.530 	 5.16391
	0.18 		 68.25873 	 0.551 	 5.73425
	0.19 		 73.80878 	 0.574 	 5.55005
	0.20 		 79.39922 	 0.608 	 5.59043
	0.21 		 84.73825 	 0.612 	 5.33903
	0.22 		 90.00872 	 0.633 	 5.27047
	0.23 		 95.61047 	 0.644 	 5.60175
	0.24 		 101.46681 	 0.667 	 5.85634
	0.25 		 107.16071 	 0.676 	 5.69391
	0.26 		 112.71955 	 0.688 	 5.55884
	0.27 		 118.18875 	 0.708 	 5.46920
	0.28 		 123.64760 	 0.723 	 5.45885
	0.29 		 129.92760 	 0.735 	 6.28000
	0.30 		 135.82840 	 0.747 	 5.90080
	0.31 		 141.85986 	 0.755 	 6.03146
	0.32 		 147.70076 	 0.762 	 5.84090
	0.33 		 153.72061 	 0.772 	 6.01984
	0.34 		 159.63465 	 0.778 	 5.91405
	0.35 		 165.44568 	 0.794 	 5.81102
	0.36 		 171.58339 	 0.812 	 6.13771
	0.37 		 177.70944 	 0.819 	 6.12606
	0.38 		 183.74059 	 0.840 	 6.03115
	0.39 		 189.99840 	 0.855 	 6.25781
	0.40 		 196.26387 	 0.871 	 6.26547
	0.41 		 202.02955 	 0.876 	 5.76568
	0.42 		 208.19568 	 0.889 	 6.16613
	0.43 		 214.25910 	 0.899 	 6.06342
	0.44 		 220.39918 	 0.911 	 6.14009
	0.45 		 226.55644 	 0.926 	 6.15726
	0.46 		 232.46736 	 0.953 	 5.91092
	0.47 		 238.95854 	 0.966 	 6.49118
	0.48 		 244.92441 	 0.970 	 5.96587
	0.49 		 251.21396 	 0.976 	 6.28955
	0.50 		 257.55661 	 0.993 	 6.34266
	0.51 		 263.76632 	 1.007 	 6.20970
	0.52 		 270.00424 	 1.031 	 6.23792
	0.53 		 276.13986 	 1.044 	 6.13563
	0.54 		 282.32455 	 1.049 	 6.18469
	0.55 		 288.77736 	 1.062 	 6.45281
	0.56 		 295.12467 	 1.085 	 6.34731
	0.57 		 301.37575 	 1.106 	 6.25108
	0.58 		 307.07340 	 1.121 	 5.69766
	0.59 		 313.94616 	 1.124 	 6.87276
	0.60 		 320.80585 	 1.139 	 6.85969
	0.61 		 327.25470 	 1.150 	 6.44885
	0.62 		 333.68587 	 1.164 	 6.43116
	0.63 		 340.09517 	 1.183 	 6.40931
	0.64 		 346.64681 	 1.187 	 6.55163
	0.65 		 352.92453 	 1.190 	 6.27773
	0.66 		 359.26373 	 1.190 	 6.33920
	0.67 		 366.16556 	 1.203 	 6.90182
	0.68 		 372.58977 	 1.215 	 6.42422
	0.69 		 378.92759 	 1.223 	 6.33781
	0.70 		 385.43170 	 1.220 	 6.50411
	0.71 		 392.05597 	 1.231 	 6.62427
	0.72 		 398.53349 	 1.232 	 6.47752
	0.73 		 405.02429 	 1.243 	 6.49080
	0.74 		 411.75420 	 1.270 	 6.72991
	0.75 		 418.50240 	 1.290 	 6.74819
	0.76 		 425.27234 	 1.299 	 6.76995
	0.77 		 432.08436 	 1.301 	 6.81201
	0.78 		 438.58995 	 1.320 	 6.50559
	0.79 		 444.90444 	 1.341 	 6.31450
	0.80 		 451.20889 	 1.341 	 6.30444
	0.81 		 457.33094 	 1.357 	 6.12205
	0.82 		 463.83821 	 1.364 	 6.50727
	0.83 		 470.25597 	 1.377 	 6.41776
	0.84 		 476.43599 	 1.384 	 6.18002
	0.85 		 482.67583 	 1.390 	 6.23984
	0.86 		 488.95418 	 1.406 	 6.27835
	0.87 		 495.18486 	 1.415 	 6.23068
	0.88 		 501.24398 	 1.426 	 6.05911
	0.89 		 507.12720 	 1.440 	 5.88323
	0.90 		 512.67924 	 1.442 	 5.55203
	0.91 		 518.04007 	 1.446 	 5.36083
	0.92 		 523.28589 	 1.452 	 5.24582
	0.93 		 528.62920 	 1.449 	 5.34332
	0.94 		 533.40970 	 1.450 	 4.78050
	0.95 		 537.80477 	 1.468 	 4.39507
	0.96 		 542.23290 	 1.480 	 4.42813
	0.97 		 546.77104 	 1.488 	 4.53814
	0.98 		 551.87431 	 1.496 	 5.10326
	0.99 		 556.17580 	 1.509 	 4.30149
	1.00 		 561.41069 	 1.511 	 5.23490
