#  Scaled_Mon	Mean		StdErr	Waiting_Time
	1.00 		 1.56996 	 0.043 	 1.56996
	0.99 		 6.13571 	 0.127 	 4.56575
	0.98 		 12.60619 	 0.233 	 6.47048
	0.97 		 20.10715 	 0.328 	 7.50096
	0.96 		 28.25479 	 0.451 	 8.14765
	0.95 		 36.60923 	 0.550 	 8.35444
	0.94 		 45.77606 	 0.682 	 9.16683
	0.93 		 54.98688 	 0.799 	 9.21081
	0.92 		 64.90265 	 0.918 	 9.91577
	0.91 		 74.36356 	 1.033 	 9.46092
	0.90 		 84.52906 	 1.153 	 10.16550
	0.89 		 94.80219 	 1.290 	 10.27312
	0.88 		 104.87919 	 1.403 	 10.07700
	0.87 		 114.94894 	 1.537 	 10.06975
	0.86 		 124.99371 	 1.672 	 10.04477
	0.85 		 135.32163 	 1.820 	 10.32792
	0.84 		 145.41308 	 1.963 	 10.09146
	0.83 		 155.05860 	 2.073 	 9.64552
	0.82 		 164.79452 	 2.155 	 9.73592
	0.81 		 174.23208 	 2.246 	 9.43756
	0.80 		 184.06717 	 2.351 	 9.83508
	0.79 		 193.14108 	 2.423 	 9.07392
	0.78 		 202.30896 	 2.517 	 9.16788
	0.77 		 211.37742 	 2.594 	 9.06846
	0.76 		 220.97967 	 2.681 	 9.60225
	0.75 		 230.17127 	 2.765 	 9.19160
	0.74 		 239.37423 	 2.839 	 9.20296
	0.73 		 248.16446 	 2.880 	 8.79023
	0.72 		 257.15519 	 2.955 	 8.99073
	0.71 		 266.32194 	 3.030 	 9.16675
	0.70 		 275.55102 	 3.085 	 9.22908
	0.69 		 284.27427 	 3.144 	 8.72325
	0.68 		 292.81550 	 3.208 	 8.54123
	0.67 		 301.62881 	 3.264 	 8.81331
	0.66 		 310.26821 	 3.290 	 8.63940
	0.65 		 318.85673 	 3.348 	 8.58852
	0.64 		 327.93412 	 3.415 	 9.07740
	0.63 		 336.34769 	 3.478 	 8.41356
	0.62 		 344.89560 	 3.539 	 8.54792
	0.61 		 353.48475 	 3.583 	 8.58915
	0.60 		 361.48769 	 3.619 	 8.00294
	0.59 		 369.96852 	 3.655 	 8.48083
	0.58 		 378.36965 	 3.714 	 8.40113
	0.57 		 386.65375 	 3.761 	 8.28410
	0.56 		 395.21467 	 3.801 	 8.56092
	0.55 		 403.42517 	 3.841 	 8.21050
	0.54 		 412.45752 	 3.886 	 9.03235
	0.53 		 420.57260 	 3.923 	 8.11508
	0.52 		 428.69713 	 3.978 	 8.12452
	0.51 		 437.70927 	 4.025 	 9.01215
	0.50 		 446.04444 	 4.077 	 8.33517
	0.49 		 454.61192 	 4.118 	 8.56748
	0.48 		 463.24906 	 4.160 	 8.63715
	0.47 		 471.62685 	 4.202 	 8.37779
	0.46 		 480.10821 	 4.226 	 8.48135
	0.45 		 488.69963 	 4.244 	 8.59142
	0.44 		 497.31867 	 4.276 	 8.61904
	0.43 		 506.29069 	 4.309 	 8.97202
	0.42 		 515.28244 	 4.330 	 8.99175
	0.41 		 523.96279 	 4.352 	 8.68035
	0.40 		 532.52781 	 4.365 	 8.56502
	0.39 		 540.94690 	 4.381 	 8.41908
	0.38 		 549.74450 	 4.387 	 8.79760
	0.37 		 558.22227 	 4.408 	 8.47777
	0.36 		 566.89546 	 4.428 	 8.67319
	0.35 		 575.63740 	 4.452 	 8.74194
	0.34 		 584.28048 	 4.482 	 8.64308
	0.33 		 593.57746 	 4.490 	 9.29698
	0.32 		 601.84790 	 4.504 	 8.27044
	0.31 		 610.26852 	 4.532 	 8.42063
	0.30 		 618.63546 	 4.545 	 8.36694
	0.29 		 626.77683 	 4.569 	 8.14137
	0.28 		 635.19596 	 4.558 	 8.41913
	0.27 		 643.65065 	 4.600 	 8.45469
	0.26 		 652.28887 	 4.619 	 8.63823
	0.25 		 661.07106 	 4.627 	 8.78219
	0.24 		 669.24558 	 4.653 	 8.17452
	0.23 		 677.44831 	 4.646 	 8.20273
	0.22 		 685.16654 	 4.653 	 7.71823
	0.21 		 693.06190 	 4.650 	 7.89535
	0.20 		 701.06715 	 4.673 	 8.00525
	0.19 		 708.81667 	 4.689 	 7.74952
	0.18 		 716.21627 	 4.694 	 7.39960
	0.17 		 723.82879 	 4.701 	 7.61252
	0.16 		 731.32440 	 4.705 	 7.49560
	0.15 		 738.75100 	 4.722 	 7.42660
	0.14 		 745.94648 	 4.722 	 7.19548
	0.13 		 752.99812 	 4.734 	 7.05165
	0.12 		 759.69673 	 4.747 	 6.69860
	0.11 		 766.73725 	 4.743 	 7.04052
	0.10 		 773.19175 	 4.747 	 6.45450
	0.09 		 779.03456 	 4.742 	 5.84281
	0.08 		 785.46383 	 4.749 	 6.42927
	0.07 		 793.17344 	 4.766 	 7.70960
	0.06 		 800.99504 	 4.768 	 7.82160
	0.05 		 808.16298 	 4.785 	 7.16794
	0.04 		 814.20892 	 4.777 	 6.04594
	0.03 		 820.21725 	 4.780 	 6.00833
	0.02 		 827.04183 	 4.794 	 6.82458
	0.01 		 833.48683 	 4.823 	 6.44500
