#  Scaled_Mon	Mean		StdErr	Waiting_Time
	1.00 		 0.78003 	 0.026 	 0.78003
	0.99 		 1.82973 	 0.060 	 1.04970
	0.98 		 2.71259 	 0.097 	 0.88286
	0.97 		 3.58890 	 0.086 	 0.87631
	0.96 		 5.75396 	 0.118 	 2.16506
	0.95 		 8.93277 	 0.164 	 3.17881
	0.94 		 12.26384 	 0.228 	 3.33107
	0.93 		 15.86961 	 0.294 	 3.60577
	0.92 		 20.00167 	 0.339 	 4.13205
	0.91 		 24.55988 	 0.398 	 4.55821
	0.90 		 29.24476 	 0.439 	 4.68488
	0.89 		 34.17205 	 0.468 	 4.92729
	0.88 		 39.33815 	 0.518 	 5.16610
	0.87 		 44.69399 	 0.569 	 5.35583
	0.86 		 49.93854 	 0.613 	 5.24455
	0.85 		 55.90304 	 0.651 	 5.96449
	0.84 		 61.58699 	 0.687 	 5.68396
	0.83 		 67.74226 	 0.714 	 6.15527
	0.82 		 73.88682 	 0.735 	 6.14455
	0.81 		 79.57089 	 0.767 	 5.68408
	0.80 		 85.62583 	 0.784 	 6.05494
	0.79 		 91.93387 	 0.813 	 6.30804
	0.78 		 98.53250 	 0.857 	 6.59863
	0.77 		 105.10432 	 0.910 	 6.57182
	0.76 		 111.92589 	 0.944 	 6.82158
	0.75 		 119.18741 	 0.979 	 7.26152
	0.74 		 125.78705 	 1.005 	 6.59964
	0.73 		 132.55476 	 1.049 	 6.76771
	0.72 		 139.41092 	 1.090 	 6.85616
	0.71 		 146.32920 	 1.122 	 6.91827
	0.70 		 153.19259 	 1.149 	 6.86339
	0.69 		 161.16437 	 1.209 	 7.97179
	0.68 		 168.75878 	 1.238 	 7.59440
	0.67 		 176.53256 	 1.282 	 7.77378
	0.66 		 184.36688 	 1.290 	 7.83432
	0.65 		 192.78363 	 1.313 	 8.41676
	0.64 		 200.75128 	 1.347 	 7.96765
	0.63 		 209.00089 	 1.361 	 8.24961
	0.62 		 217.94170 	 1.417 	 8.94080
	0.61 		 225.75786 	 1.413 	 7.81616
	0.60 		 234.70601 	 1.477 	 8.94815
	0.59 		 243.09661 	 1.523 	 8.39060
	0.58 		 251.77786 	 1.564 	 8.68125
	0.57 		 260.81247 	 1.594 	 9.03461
	0.56 		 269.65702 	 1.596 	 8.84455
	0.55 		 279.00673 	 1.615 	 9.34970
	0.54 		 287.60214 	 1.663 	 8.59542
	0.53 		 296.40113 	 1.728 	 8.79899
	0.52 		 306.20863 	 1.782 	 9.80750
	0.51 		 315.90345 	 1.820 	 9.69482
	0.50 		 325.18723 	 1.832 	 9.28378
	0.49 		 335.34729 	 1.869 	 10.16006
	0.48 		 345.43187 	 1.907 	 10.08458
	0.47 		 355.88327 	 1.940 	 10.45140
	0.46 		 365.96208 	 1.966 	 10.07881
	0.45 		 376.97863 	 2.008 	 11.01655
	0.44 		 387.36729 	 2.052 	 10.38866
	0.43 		 398.58563 	 2.079 	 11.21833
	0.42 		 409.81470 	 2.078 	 11.22908
	0.41 		 421.08542 	 2.083 	 11.27071
	0.40 		 433.24071 	 2.166 	 12.15530
	0.39 		 444.79298 	 2.219 	 11.55226
	0.38 		 456.77414 	 2.295 	 11.98116
	0.37 		 469.48491 	 2.346 	 12.71077
	0.36 		 482.26690 	 2.422 	 12.78199
	0.35 		 495.18122 	 2.447 	 12.91432
	0.34 		 507.87080 	 2.511 	 12.68958
	0.33 		 520.84238 	 2.573 	 12.97158
	0.32 		 534.98292 	 2.628 	 14.14054
	0.31 		 548.91890 	 2.666 	 13.93598
	0.30 		 562.54908 	 2.693 	 13.63018
	0.29 		 576.22098 	 2.706 	 13.67190
	0.28 		 589.07818 	 2.771 	 12.85720
	0.27 		 603.41661 	 2.828 	 14.33842
	0.26 		 616.63810 	 2.843 	 13.22149
	0.25 		 629.72833 	 2.842 	 13.09024
	0.24 		 642.79223 	 2.917 	 13.06390
	0.23 		 655.82720 	 2.967 	 13.03497
	0.22 		 667.75399 	 2.963 	 11.92679
	0.21 		 680.01473 	 2.961 	 12.26074
	0.20 		 692.10682 	 2.957 	 12.09208
	0.19 		 703.77750 	 2.956 	 11.67068
	0.18 		 714.23176 	 2.955 	 10.45426
	0.17 		 724.53247 	 2.938 	 10.30071
	0.16 		 734.50188 	 2.951 	 9.96940
	0.15 		 744.53836 	 2.985 	 10.03649
	0.14 		 753.64771 	 3.020 	 9.10935
	0.13 		 762.59509 	 3.032 	 8.94738
	0.12 		 771.29583 	 3.050 	 8.70074
	0.11 		 779.13723 	 3.065 	 7.84140
	0.10 		 787.13461 	 3.051 	 7.99738
	0.09 		 794.31327 	 3.060 	 7.17866
	0.08 		 800.99557 	 3.074 	 6.68229
	0.07 		 806.99750 	 3.069 	 6.00193
	0.06 		 812.11604 	 3.075 	 5.11854
	0.05 		 816.80414 	 3.063 	 4.68810
	0.04 		 820.96863 	 3.060 	 4.16449
	0.03 		 824.53211 	 3.065 	 3.56348
	0.02 		 827.69863 	 3.066 	 3.16652
	0.01 		 832.65027 	 3.091 	 4.95164
