#  Scaled_Mon	Mean		StdErr	Waiting_Time
	1.00 		 0.91058 	 0.026 	 0.91058
	0.99 		 2.05460 	 0.063 	 1.14402
	0.98 		 2.48749 	 0.084 	 0.43289
	0.97 		 3.08627 	 0.071 	 0.59878
	0.96 		 5.24958 	 0.095 	 2.16331
	0.95 		 7.99386 	 0.126 	 2.74428
	0.94 		 10.10907 	 0.167 	 2.11521
	0.93 		 11.85125 	 0.218 	 1.74219
	0.92 		 13.82820 	 0.246 	 1.97695
	0.91 		 16.57061 	 0.273 	 2.74241
	0.90 		 19.64820 	 0.306 	 3.07759
	0.89 		 22.19039 	 0.341 	 2.54219
	0.88 		 24.80013 	 0.380 	 2.60974
	0.87 		 27.55743 	 0.421 	 2.75730
	0.86 		 30.15765 	 0.451 	 2.60023
	0.85 		 33.21621 	 0.477 	 3.05855
	0.84 		 36.33145 	 0.506 	 3.11524
	0.83 		 39.26611 	 0.534 	 2.93466
	0.82 		 42.27981 	 0.570 	 3.01370
	0.81 		 45.19408 	 0.607 	 2.91428
	0.80 		 48.45103 	 0.632 	 3.25695
	0.79 		 51.65132 	 0.660 	 3.20029
	0.78 		 54.50444 	 0.689 	 2.85312
	0.77 		 57.63650 	 0.704 	 3.13206
	0.76 		 61.21370 	 0.728 	 3.57720
	0.75 		 64.44643 	 0.749 	 3.23273
	0.74 		 67.78183 	 0.783 	 3.33540
	0.73 		 71.24431 	 0.819 	 3.46248
	0.72 		 74.73971 	 0.845 	 3.49540
	0.71 		 78.14646 	 0.874 	 3.40675
	0.70 		 81.44659 	 0.919 	 3.30013
	0.69 		 85.21325 	 0.954 	 3.76666
	0.68 		 88.87855 	 0.966 	 3.66531
	0.67 		 92.62852 	 0.989 	 3.74997
	0.66 		 96.19810 	 1.011 	 3.56958
	0.65 		 99.70810 	 1.046 	 3.51000
	0.64 		 103.53987 	 1.096 	 3.83177
	0.63 		 107.40714 	 1.125 	 3.86727
	0.62 		 111.33785 	 1.146 	 3.93071
	0.61 		 115.32662 	 1.161 	 3.98878
	0.60 		 119.39466 	 1.200 	 4.06804
	0.59 		 123.33389 	 1.237 	 3.93923
	0.58 		 127.22354 	 1.271 	 3.88965
	0.57 		 131.55360 	 1.322 	 4.33006
	0.56 		 135.81923 	 1.354 	 4.26563
	0.55 		 139.79701 	 1.388 	 3.97778
	0.54 		 143.81325 	 1.426 	 4.01624
	0.53 		 148.11367 	 1.456 	 4.30042
	0.52 		 152.45045 	 1.481 	 4.33678
	0.51 		 157.16418 	 1.509 	 4.71373
	0.50 		 161.21743 	 1.534 	 4.05325
	0.49 		 165.65489 	 1.584 	 4.43746
	0.48 		 170.17186 	 1.643 	 4.51698
	0.47 		 174.34559 	 1.664 	 4.17373
	0.46 		 178.73473 	 1.670 	 4.38913
	0.45 		 183.15601 	 1.671 	 4.42129
	0.44 		 187.32862 	 1.711 	 4.17260
	0.43 		 192.07228 	 1.742 	 4.74367
	0.42 		 196.53486 	 1.758 	 4.46257
	0.41 		 201.01508 	 1.791 	 4.48023
	0.40 		 205.55582 	 1.804 	 4.54074
	0.39 		 210.28344 	 1.841 	 4.72762
	0.38 		 215.03441 	 1.877 	 4.75096
	0.37 		 219.81502 	 1.891 	 4.78061
	0.36 		 224.88932 	 1.929 	 5.07431
	0.35 		 229.83328 	 1.944 	 4.94395
	0.34 		 234.23859 	 1.982 	 4.40531
	0.33 		 238.69727 	 2.013 	 4.45868
	0.32 		 243.81482 	 2.034 	 5.11756
	0.31 		 248.28904 	 2.062 	 4.47421
	0.30 		 253.03788 	 2.100 	 4.74884
	0.29 		 257.65232 	 2.094 	 4.61444
	0.28 		 262.46370 	 2.092 	 4.81138
	0.27 		 267.43701 	 2.110 	 4.97331
	0.26 		 272.61251 	 2.143 	 5.17550
	0.25 		 277.50450 	 2.167 	 4.89199
	0.24 		 282.49113 	 2.169 	 4.98662
	0.23 		 287.44537 	 2.181 	 4.95424
	0.22 		 292.92122 	 2.207 	 5.47585
	0.21 		 298.21248 	 2.209 	 5.29125
	0.20 		 303.38630 	 2.231 	 5.17383
	0.19 		 308.81315 	 2.260 	 5.42685
	0.18 		 314.03887 	 2.259 	 5.22572
	0.17 		 319.60514 	 2.260 	 5.56627
	0.16 		 324.75489 	 2.267 	 5.14974
	0.15 		 330.38180 	 2.278 	 5.62691
	0.14 		 335.85408 	 2.257 	 5.47228
	0.13 		 341.22566 	 2.256 	 5.37158
	0.12 		 346.26707 	 2.265 	 5.04141
	0.11 		 351.60511 	 2.282 	 5.33804
	0.10 		 356.84723 	 2.297 	 5.24212
	0.09 		 361.81363 	 2.302 	 4.96640
	0.08 		 366.43399 	 2.302 	 4.62035
	0.07 		 370.87961 	 2.294 	 4.44563
	0.06 		 375.44238 	 2.278 	 4.56277
	0.05 		 379.33540 	 2.271 	 3.89302
	0.04 		 382.14585 	 2.270 	 2.81045
	0.03 		 384.15605 	 2.275 	 2.01019
	0.02 		 387.09624 	 2.293 	 2.94019
	0.01 		 391.90106 	 2.300 	 4.80482
