#  Scaled_Mon	Mean		StdErr	Waiting_Time
	1.00 		 0.96126 	 0.027 	 0.96126
	0.99 		 2.04480 	 0.062 	 1.08354
	0.98 		 2.46567 	 0.084 	 0.42087
	0.97 		 2.99329 	 0.069 	 0.52762
	0.96 		 5.20942 	 0.100 	 2.21614
	0.95 		 8.24054 	 0.161 	 3.03112
	0.94 		 10.48318 	 0.207 	 2.24264
	0.93 		 12.21552 	 0.257 	 1.73235
	0.92 		 14.55094 	 0.298 	 2.33542
	0.91 		 17.53856 	 0.321 	 2.98762
	0.90 		 20.80451 	 0.343 	 3.26596
	0.89 		 23.91022 	 0.392 	 3.10570
	0.88 		 27.09036 	 0.435 	 3.18014
	0.87 		 30.32755 	 0.478 	 3.23718
	0.86 		 33.73686 	 0.527 	 3.40931
	0.85 		 37.04217 	 0.541 	 3.30531
	0.84 		 40.50267 	 0.577 	 3.46051
	0.83 		 44.11830 	 0.608 	 3.61563
	0.82 		 47.59606 	 0.638 	 3.47776
	0.81 		 51.27502 	 0.679 	 3.67895
	0.80 		 54.59841 	 0.714 	 3.32339
	0.79 		 58.15148 	 0.730 	 3.55307
	0.78 		 61.95964 	 0.756 	 3.80816
	0.77 		 65.75614 	 0.782 	 3.79650
	0.76 		 69.60791 	 0.803 	 3.85177
	0.75 		 73.32621 	 0.821 	 3.71830
	0.74 		 77.03866 	 0.854 	 3.71245
	0.73 		 81.13455 	 0.915 	 4.09588
	0.72 		 85.18040 	 0.950 	 4.04585
	0.71 		 89.29401 	 0.962 	 4.11361
	0.70 		 92.90993 	 0.962 	 3.61592
	0.69 		 97.48690 	 0.987 	 4.57697
	0.68 		 101.93162 	 1.033 	 4.44473
	0.67 		 106.24051 	 1.063 	 4.30888
	0.66 		 110.29415 	 1.062 	 4.05365
	0.65 		 114.61285 	 1.077 	 4.31870
	0.64 		 119.39408 	 1.084 	 4.78123
	0.63 		 124.11711 	 1.145 	 4.72303
	0.62 		 128.71606 	 1.195 	 4.59895
	0.61 		 133.29852 	 1.224 	 4.58245
	0.60 		 137.84069 	 1.233 	 4.54217
	0.59 		 142.45534 	 1.254 	 4.61466
	0.58 		 147.54394 	 1.296 	 5.08859
	0.57 		 152.88054 	 1.335 	 5.33661
	0.56 		 157.92617 	 1.339 	 5.04563
	0.55 		 162.43419 	 1.356 	 4.50801
	0.54 		 167.19455 	 1.374 	 4.76036
	0.53 		 172.43256 	 1.419 	 5.23801
	0.52 		 177.80830 	 1.464 	 5.37574
	0.51 		 182.91516 	 1.468 	 5.10686
	0.50 		 188.24841 	 1.464 	 5.33325
	0.49 		 193.83993 	 1.505 	 5.59152
	0.48 		 199.47960 	 1.524 	 5.63968
	0.47 		 204.99841 	 1.560 	 5.51881
	0.46 		 210.67238 	 1.596 	 5.67397
	0.45 		 216.73906 	 1.643 	 6.06668
	0.44 		 222.66910 	 1.669 	 5.93004
	0.43 		 228.31621 	 1.707 	 5.64711
	0.42 		 234.35545 	 1.739 	 6.03924
	0.41 		 240.58679 	 1.772 	 6.23134
	0.40 		 246.51755 	 1.786 	 5.93076
	0.39 		 252.99415 	 1.846 	 6.47661
	0.38 		 259.29321 	 1.846 	 6.29906
	0.37 		 265.84729 	 1.843 	 6.55408
	0.36 		 272.11552 	 1.850 	 6.26823
	0.35 		 278.25704 	 1.875 	 6.14152
	0.34 		 284.90054 	 1.927 	 6.64350
	0.33 		 292.17480 	 1.963 	 7.27426
	0.32 		 298.76137 	 2.010 	 6.58657
	0.31 		 305.86874 	 2.022 	 7.10736
	0.30 		 313.04736 	 2.064 	 7.17863
	0.29 		 320.65585 	 2.099 	 7.60848
	0.28 		 328.16000 	 2.142 	 7.50415
	0.27 		 335.53578 	 2.200 	 7.37578
	0.26 		 342.40097 	 2.222 	 6.86520
	0.25 		 349.94711 	 2.264 	 7.54614
	0.24 		 357.52137 	 2.290 	 7.57426
	0.23 		 365.50621 	 2.310 	 7.98484
	0.22 		 373.32722 	 2.335 	 7.82101
	0.21 		 381.48675 	 2.354 	 8.15953
	0.20 		 389.26408 	 2.400 	 7.77733
	0.19 		 396.68542 	 2.411 	 7.42134
	0.18 		 404.47899 	 2.385 	 7.79357
	0.17 		 412.08993 	 2.401 	 7.61094
	0.16 		 419.75451 	 2.389 	 7.66458
	0.15 		 427.79679 	 2.409 	 8.04227
	0.14 		 435.56285 	 2.445 	 7.76606
	0.13 		 443.26043 	 2.508 	 7.69758
	0.12 		 449.92227 	 2.538 	 6.66184
	0.11 		 457.30585 	 2.533 	 7.38357
	0.10 		 463.83628 	 2.548 	 6.53043
	0.09 		 470.33621 	 2.513 	 6.49993
	0.08 		 475.59603 	 2.527 	 5.25982
	0.07 		 480.79466 	 2.528 	 5.19863
	0.06 		 485.73007 	 2.545 	 4.93542
	0.05 		 490.01292 	 2.542 	 4.28285
	0.04 		 492.69379 	 2.542 	 2.68087
	0.03 		 494.78552 	 2.534 	 2.09173
	0.02 		 497.26859 	 2.523 	 2.48307
	0.01 		 502.59805 	 2.552 	 5.32946
